# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
32406.5000 M1061 728007 2 1027.5000 b45 v17 282 N b45->b35->v17
32414.5000 M1067 930333 2 862.5000 v23 b48 285 N v23->b31->b48
32459.0000 M1079 526317 2 553.0000 v14 b40 290 N v14->b42->b40
32493.0000 M1009 756334 5 2698.0000 b31 v16 255 N b31->v2->v28->b41->v26->v16
32543.0000 M1066 956832 2 1024.0000 s99 s87 282 N s99->s91->s87
32566.0000 M1004 950862 3 2916.0000 s58 s64 251 N s58->s80->s91->s64
32613.0000 M1045 991525 2 1723.0000 v25 v12 271 N v25->b49->v12
32654.0000 M588 892632 2 15390.0000 s57 s52 43 N s57->s81->s52
32654.5000 M853 733232 2 7474.5000 s68 s52 175 N s68->s81->s52
32679.0000 M1097 800307 2 246.0000 v13 v8 295 N v13->b46->v8
32710.0000 M1057 995738 3 1455.0000 b33 v17 275 N b33->b38->b31->v17
32736.0000 M643 870441 2 13852.0000 s69 s51 69 N s69->s50->s51
32750.0000 M864 542006 4 7247.0000 s53 s56 179 N s53->s63->s66->s81->s56
32808.0000 M586 647598 3 15607.0000 s90 s51 39 N s90->s66->s81->s51
32812.0000 M561 822886 3 16337.0000 s55 s82 27 N s55->s87->s91->s82
32821.0000 M892 875967 4 6500.0000 s88 s79 191 N s88->s52->s50->s51->s79
32821.5000 M967 613490 5 4278.5000 s59 s79 228 N s59->s96->s52->s50->s51->s79
33025.5000 M1117 600990 1 0.5000 s68 s75 299 N s68->s75
33114.0000 M955 900823 3 4943.0000 s64 s89 217 N s64->s87->s91->s89
33114.5000 M606 826813 2 15338.5000 s82 s89 44 N s82->s91->s89
33115.0000 M907 727114 4 6351.0000 s73 s89 194 N s73->s84->s87->s91->s89
33132.5000 M902 538759 3 6503.5000 s58 s77 191 N s58->s99->s91->s77
33134.5000 M839 658709 4 8375.5000 s73 s71 160 N s73->s84->s87->s91->s71
33135.0000 M814 599985 3 9134.0000 s84 s71 147 N s84->s87->s91->s71
33144.0000 M1062 962313 5 1736.0000 b33 v7 271 N b33->b38->b31->b43->b32->v7
33239.5000 M1018 602794 2 3172.5000 v22 v21 247 N v22->b38->v21
33241.0000 M1030 849288 4 2795.0000 b45 v21 253 N b45->b40->v4->b38->v21
33824.5000 M1105 874910 3 1152.5000 v13 v11 280 N v13->v22->b39->v11
33996.0000 M1103 670129 4 1380.0000 b30 b49 277 N b30->b40->v4->b47->b49
34010.0000 M1141 559391 2 287.0000 v1 v25 295 N v1->b44->v25
34013.0000 M1096 576204 2 1610.0000 v7 v22 273 N v7->b45->v22
34095.0000 M1049 869177 3 3082.0000 s67 s75 248 N s67->s62->s53->s75
34099.5000 M1052 888167 2 2994.5000 b49 v28 250 N b49->b33->v28
34130.0000 M1088 913590 2 1961.0000 b40 v27 267 N b40->b48->v27
34165.0000 M1094 764910 4 1819.0000 v21 v25 269 N v21->b38->b37->b35->v25
34205.5000 M590 565577 2 16882.5000 s66 s97 18 N s66->s68->s97
34303.0000 M1056 997575 3 3075.0000 v7 v20 248 N v7->b32->b35->v20
34303.0000 M1080 636764 2 2369.0000 b41 v7 260 N b41->b46->v7
34337.0000 M636 929776 6 15669.0000 s53 s94 38 N s53->s90->s63->s66->s57->s68->s94
34337.5000 M694 596357 3 13930.5000 s53 s94 67 N s53->s66->s68->s94
34338.0000 M1110 670791 3 1512.0000 v13 v4 274 N v13->v22->b49->v4
34356.5000 M1113 885753 1 1443.5000 b41 v10 275 N b41->v10
34569.5000 M1131 623858 2 1143.5000 v11 b36 280 N v11->b45->b36
34763.5000 M611 678117 1 16829.5000 s78 s72 19 N s78->s72
34840.0000 M1123 643460 3 1644.0000 v24 v4 272 N v24->b41->b39->v4
34880.0000 M683 501577 3 14798.0000 s96 s53 53 N s96->s52->s69->s53
34918.0000 M693 730547 2 14542.0000 s69 s59 57 N s69->s53->s59
34918.5000 M1032 929432 3 4415.5000 s52 s59 226 N s52->s69->s53->s59
